Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
26055	0.70453	0.6439	6.391e-002	1.5298e-002
26056	0.73606	0.66834	6.0697e-002	1.6389e-002
26057	0.71509	0.67525	6.0413e-002	1.5581e-002
26058	0.71724	0.67331	5.5542e-002	1.5641e-002
26059	1.382	0.31186	8.8026e-002	5.0044e-002
26060	1.4263	0.32501	8.577e-002	5.3096e-002
26061	1.4023	0.30186	8.888e-002	5.1341e-002
26062	1.3892	0.32932	8.5864e-002	5.0609e-002
26063	1.4225	0.30943	8.7671e-002	5.275e-002
26064	1.4086	0.33304	8.5112e-002	5.1926e-002
26065	1.4339	0.33811	7.9048e-002	5.3656e-002
26066	1.3664	0.31021	8.3424e-002	4.8983e-002
26067	8.9717e-002	0.39749	9.9751e-002	8.0495e-004
26068	7.1719e-002	0.38833	0.10092	5.6878e-004
26069	5.2875e-002	0.39991	0.10011	3.4928e-004
26070	8.6743e-002	0.42324	9.7317e-002	7.6214e-004
26071	5.4305e-002	0.41707	9.8442e-002	3.6476e-004
26072	6.81e-002	0.42504	9.745e-002	5.2489e-004
26073	6.8018e-002	0.41187	9.3695e-002	4.8832e-004
26074	0.20688	0.32446	0.10499	2.7991e-003
26075	0.16941	0.35412	0.10268	2.1045e-003
26076	0.20728	0.34844	0.10264	2.8044e-003
26077	0.17083	0.33145	0.10487	2.1348e-003
26078	0.19037	0.35817	0.10196	2.4918e-003
26079	0.18777	0.32285	0.10544	2.4488e-003
26080	0.17927	0.36463	9.6481e-002	2.2512e-003
26081	0.22208	0.31106	0.10106	3.0452e-003
26082	0.17832	0.31057	0.10176	2.2419e-003
26083	8.9908e-002	7.9431e-002	0.13042	9.6605e-004
26084	0.11669	8.973e-002	0.12908	1.353e-003
26085	0.12845	7.6245e-002	0.13024	1.5426e-003
26086	0.12592	5.9449e-002	0.1319	1.5194e-003
26087	0.10507	5.6798e-002	0.13241	1.2145e-003
26088	9.2126e-002	0.10177	0.12322	9.3462e-004
26089	0.13669	8.7449e-002	0.12402	1.6211e-003
26090	1.8889	0.30053	8.1357e-002	8.8741e-002
26091	1.8826	0.25811	8.6995e-002	8.7833e-002
26092	1.8976	0.27922	8.4009e-002	8.9285e-002
26093	1.8672	0.29479	8.245e-002	8.6875e-002
26094	1.858	0.27768	8.4815e-002	8.5953e-002
26095	1.9005	0.27627	7.9309e-002	8.9469e-002
26096	1.879	0.30771	7.5531e-002	8.7943e-002
26097	1.8558	0.27702	7.9892e-002	8.5728e-002
26098	2.6965	0.2635	7.4155e-002	0.16463
26099	2.7027	0.22356	8.0818e-002	0.16465
26100	2.7257	0.22536	8.0229e-002	0.16702
26101	2.7134	0.2598	7.453e-002	0.16634
26102	2.7234	0.24585	7.6761e-002	0.16715
26103	2.6966	0.24035	7.2987e-002	0.16427
26104	1.5836	0.54108	5.6866e-002	6.519e-002
26105	1.6223	0.55046	5.4859e-002	6.8111e-002
26106	1.5815	0.56292	5.4251e-002	6.505e-002
26107	1.6012	0.57312	5.2559e-002	6.653e-002
26108	1.597	0.5247	5.8574e-002	6.6169e-002
26109	1.6165	0.56528	5.3171e-002	6.7682e-002
26110	1.5882	0.54807	5.0872e-002	6.5519e-002
26111	0.33606	0.80553	5.5202e-002	4.3415e-003
26112	0.35451	0.84568	5.0806e-002	4.505e-003
26113	0.36217	0.79821	5.5369e-002	4.8671e-003
26114	0.37797	0.81807	5.3045e-002	5.1088e-003
26115	0.36783	0.83588	5.1489e-002	4.8155e-003
26116	0.33792	0.84294	5.1444e-002	4.2125e-003
26117	0.345	0.82363	4.8183e-002	4.4067e-003
26118	1.3691	0.69218	4.3823e-002	4.9718e-002
26119	1.3291	0.67207	4.7122e-002	4.7123e-002
26120	1.3581	0.71185	4.1797e-002	4.8923e-002
26121	1.3388	0.71247	4.2201e-002	4.7641e-002
26122	1.322	0.69149	4.5044e-002	4.6606e-002
26123	1.3606	0.6713	4.6465e-002	4.9198e-002
26124	1.3701	0.66854	4.1531e-002	4.9824e-002
26125	1.3311	0.69131	3.9811e-002	4.718e-002
26126	2.0754	0.25252	8.494e-002	0.10455
26127	2.1055	0.25361	8.4354e-002	0.10733
26128	2.0986	0.21929	8.9197e-002	0.10632
26129	2.0681	0.23765	8.7083e-002	0.10372
26130	2.0748	0.22249	8.9071e-002	0.10418
26131	2.0867	0.26439	8.3142e-002	0.10571
26132	2.0921	0.22852	8.2961e-002	0.1058
26133	2.1029	0.41494	6.2079e-002	0.10858
26134	2.1361	0.40713	6.248e-002	0.11164
26135	2.1458	0.42548	5.9711e-002	0.1127
26136	2.1356	0.44129	5.7722e-002	0.11186
26137	2.1193	0.40585	6.3002e-002	0.11006
26138	2.1206	0.44152	5.8016e-002	0.11045
26139	2.1089	0.4257	5.5416e-002	0.10921
26140	0.594	0.81471	4.8589e-002	1.0922e-002
26141	0.58184	0.83295	4.6991e-002	1.0431e-002
26142	0.56076	0.83895	4.6857e-002	9.773e-003
26143	0.58403	0.8003	5.0294e-002	1.0725e-002
26144	0.55499	0.79565	5.1417e-002	9.8956e-003
26145	0.55236	0.81457	4.9541e-002	9.6973e-003
26146	0.57403	0.8138	4.4104e-002	1.0316e-002
26147	1.6304	0.19878	9.7992e-002	6.6982e-002
26148	1.6567	0.19705	9.7865e-002	6.8923e-002
26149	1.6146	0.21389	9.6344e-002	6.5933e-002
26150	1.6541	0.24168	9.2372e-002	6.9072e-002
26151	1.6205	0.22964	9.4328e-002	6.6491e-002
26152	1.6376	0.25783	8.5577e-002	6.792e-002
26153	1.6457	0.20402	9.211e-002	6.8119e-002
26154	1.9317	0.20123	9.3795e-002	9.1384e-002
26155	1.9457	0.2222	9.0835e-002	9.2787e-002
26156	1.9393	0.18079	9.6404e-002	9.1818e-002
26157	1.9606	0.17958	9.631e-002	9.3629e-002
26158	1.9723	0.20266	9.3087e-002	9.4874e-002
26159	1.9392	0.23854	8.3732e-002	9.2359e-002
26160	1.9749	0.20302	8.796e-002	9.5071e-002
26161	1.9131	0.19598	8.9673e-002	8.9719e-002
26162	0.55423	0.11013	0.12154	1.0198e-002
26163	0.58154	8.6404e-002	0.12364	1.0868e-002
26164	0.54445	9.0747e-002	0.12365	9.8408e-003
26165	0.57234	9.9314e-002	0.12243	1.0667e-002
26166	0.59173	0.11462	0.11558	1.1247e-002
26167	0.7629	0.49382	7.8524e-002	1.7804e-002
26168	0.79082	0.46311	8.1262e-002	1.8983e-002
26169	0.78452	0.48686	7.8863e-002	1.8697e-002
26170	0.75472	0.45284	8.2986e-002	1.7508e-002
26171	0.74949	0.46978	8.1297e-002	1.7291e-002
26172	0.76166	0.43997	7.9189e-002	1.7756e-002
26173	0.79961	0.46376	7.6008e-002	1.932e-002
26174	0.76138	0.4918	7.3738e-002	1.7713e-002
26175	2.9466	0.41254	4.2269e-002	0.19329
26176	2.9651	0.42603	3.9165e-002	0.19528
26177	2.9692	0.39018	4.5873e-002	0.19549
26178	2.9554	0.39571	4.52e-002	0.19409
26179	2.9605	0.39929	3.9285e-002	0.19464
26180	2.9614	0.4224	3.4883e-002	0.19487
26181	0.45343	0.47853	8.5643e-002	7.8538e-003
26182	0.43432	0.48941	8.4883e-002	7.3415e-003
26183	0.44849	0.52189	8.1358e-002	7.6753e-003
26184	0.47145	0.48794	8.4375e-002	8.3373e-003
26185	0.473	0.504	8.2723e-002	8.3665e-003
26186	0.43622	0.50922	8.2856e-002	7.3666e-003
26187	0.49561	0.4941	7.8298e-002	8.9847e-003
26188	0.4279	0.48443	8.0465e-002	7.1513e-003
26189	8.8204e-002	0.55059	8.5016e-002	7.3172e-004
26190	8.4763e-002	0.50072	8.9883e-002	7.214e-004
26191	7.0014e-002	0.51918	8.8362e-002	5.2812e-004
26192	0.11795	0.51667	8.7764e-002	1.1877e-003
26193	6.8844e-002	0.53919	8.6458e-002	5.0226e-004
26194	0.10146	0.50742	8.8946e-002	9.4608e-004
26195	0.10406	0.54669	8.5108e-002	9.5798e-004
26196	0.10167	0.54526	8.0264e-002	8.9195e-004
26197	6.2341e-002	0.54629	8.0873e-002	3.9762e-004
26198	7.1086e-002	0.51073	8.4128e-002	5.1366e-004
26199	0.22291	0.47251	9.0241e-002	3.0673e-003
26200	0.20541	0.4886	8.8969e-002	2.737e-003
26201	0.20658	0.51199	8.6661e-002	2.7361e-003
26202	0.22962	0.52319	8.5158e-002	3.1451e-003
26203	0.24132	0.48114	8.9078e-002	3.3981e-003
26204	0.25116	0.51045	8.6027e-002	3.5538e-003
26205	0.2509	0.47511	8.4486e-002	3.5487e-003
26206	0.19678	0.4911	8.3847e-002	2.5486e-003
26207	0.23496	0.52237	8.0116e-002	3.218e-003
26208	2.4182	0.42487	5.3754e-002	0.13884
26209	2.3988	0.46812	4.7661e-002	0.13727
26210	2.3843	0.45028	5.0711e-002	0.13568
26211	2.3918	0.42719	5.4014e-002	0.13622
26212	2.4341	0.44277	5.0644e-002	0.14059
26213	2.4139	0.45053	4.4892e-002	0.13862
26214	1.6009	0.42595	7.0577e-002	6.6179e-002
26215	1.5702	0.3939	7.5056e-002	6.3786e-002
26216	1.5876	0.37543	7.6993e-002	6.498e-002
26217	1.619	0.39265	7.4321e-002	6.7379e-002
26218	1.6113	0.37675	7.6413e-002	6.6731e-002
26219	1.6229	0.4225	7.0581e-002	6.7795e-002
26220	1.6154	0.39497	6.9064e-002	6.7092e-002
26221	1.5789	0.37896	7.1671e-002	6.4328e-002
26222	1.1338	0.73864	4.4195e-002	3.4966e-002
26223	1.1417	0.72206	4.5864e-002	3.5487e-002
26224	1.1059	0.70762	4.8314e-002	3.3533e-002
26225	1.1215	0.70027	4.8773e-002	3.443e-002
26226	1.0859	0.69804	4.4791e-002	3.2446e-002
26227	1.1564	0.70547	4.2351e-002	3.638e-002
26228	2.0404	0.50455	5.1176e-002	0.1033
26229	2.0668	0.49486	5.1878e-002	0.10573
26230	2.0257	0.48562	5.4086e-002	0.10182
26231	2.0479	0.45474	5.7785e-002	0.10369
26232	2.0288	0.46436	5.6897e-002	0.10198
26233	2.0688	0.47813	5.4122e-002	0.10582
26234	2.0487	0.47968	4.9323e-002	0.10391
26235	1.543	0.49618	6.3182e-002	6.2126e-002
26236	1.5435	0.52008	6.0283e-002	6.2197e-002
26237	1.5103	0.49049	6.4536e-002	5.9717e-002
26238	1.5071	0.52923	5.9954e-002	5.9536e-002
26239	1.5254	0.53295	5.9114e-002	6.0884e-002
26240	1.5297	0.48643	6.4632e-002	6.1127e-002
26241	1.4913	0.49942	5.8809e-002	5.8322e-002
26242	1.5481	0.52706	5.4288e-002	6.2524e-002
26243	1.5363	0.47705	6.0603e-002	6.1565e-002
26244	1.4009	0.49497	6.6213e-002	5.1931e-002
26245	1.4108	0.51541	6.3609e-002	5.2634e-002
26246	1.3801	0.49777	6.6302e-002	5.0529e-002
26247	1.3768	0.53436	6.2089e-002	5.035e-002
26248	1.372	0.51467	6.4489e-002	5.0014e-002
26249	1.3822	0.5274	5.776e-002	5.0674e-002
26250	1.726	0.24314	9.117e-002	7.4671e-002
26251	1.7336	0.20686	9.5634e-002	7.4981e-002
26252	1.7504	0.24513	9.0572e-002	7.6671e-002
26253	1.7565	0.20857	9.5118e-002	7.6847e-002
26254	1.7656	0.22783	9.2551e-002	7.7776e-002
26255	1.7539	0.21638	8.9126e-002	7.6672e-002
26256	1.7257	0.25056	8.521e-002	7.4677e-002
26257	2.6706	0.46635	4.0677e-002	0.16436
26258	2.6765	0.44521	4.4044e-002	0.16478
26259	2.6431	0.42854	4.77e-002	0.16105
26260	2.6444	0.46579	4.1511e-002	0.16156
26261	2.6637	0.42832	4.7203e-002	0.16323
26262	2.6524	0.4536	3.8236e-002	0.16228
26263	0.71004	0.37636	9.177e-002	1.5772e-002
26264	0.72624	0.38557	9.0539e-002	1.638e-002
26265	0.75943	0.35994	9.2688e-002	1.7652e-002
26266	0.71379	0.35718	9.3715e-002	1.5887e-002
26267	0.72639	0.33806	9.5516e-002	1.633e-002
26268	0.74902	0.38151	9.0588e-002	1.726e-002
26269	0.74649	0.38872	8.4841e-002	1.7129e-002
26270	0.70875	0.36106	8.836e-002	1.5671e-002
26271	0.76108	0.35828	8.781e-002	1.7678e-002
26272	0.73416	0.35116	8.899e-002	1.6607e-002
26273	0.83983	0.34006	9.3502e-002	2.1008e-002
26274	0.87033	0.34345	9.2652e-002	2.2341e-002
26275	0.87375	0.30028	9.7224e-002	2.2382e-002
26276	0.83436	0.32464	9.5231e-002	2.0738e-002
26277	0.85231	0.35215	9.2012e-002	2.1574e-002
26278	0.84914	0.30849	9.6725e-002	2.1336e-002
26279	0.8344	0.3165	9.1066e-002	2.068e-002
26280	0.87139	0.34389	8.7554e-002	2.2351e-002
26281	0.86453	0.31856	9.0381e-002	2.1991e-002
26282	0.84757	0.33893	8.8472e-002	2.1303e-002
26283	0.86396	0.3153	9.3667e-002	2.198e-002
26284	1.9448	0.46254	5.8976e-002	9.4568e-002
26285	1.9062	0.45023	6.1419e-002	9.1234e-002
26286	1.923	0.44343	6.1963e-002	9.2616e-002
26287	1.9321	0.47534	5.7556e-002	9.3557e-002
26288	1.9102	0.43948	5.7695e-002	9.1492e-002
26289	1.9238	0.46624	5.3893e-002	9.2781e-002
26290	1.4133	0.70846	4.0823e-002	5.2688e-002
26291	1.4028	0.66631	4.6039e-002	5.2069e-002
26292	1.3801	0.71723	4.0623e-002	5.0385e-002
26293	1.4209	0.68773	4.3077e-002	5.3272e-002
26294	1.4003	0.71933	3.987e-002	5.1757e-002
26295	1.3826	0.67674	4.5302e-002	5.0665e-002
26296	1.3921	0.67392	4.0367e-002	5.1303e-002
26297	1.3531	0.69669	3.8647e-002	4.8614e-002
26298	0.90774	0.13007	0.11504	2.3175e-002
26299	0.8996	0.16948	0.1109	2.3028e-002
26300	0.91431	0.15054	0.11275	2.3566e-002
26301	0.8874	0.12433	0.11591	2.2276e-002
26302	0.88317	0.16568	0.11153	2.2304e-002
26303	0.89113	0.15622	0.10741	2.2552e-002
26304	1.1069	0.2256	0.10196	3.3228e-002
26305	1.1348	0.24834	9.9023e-002	3.486e-002
26306	1.136	0.21361	0.10289	3.4761e-002
26307	1.1439	0.2279	0.10118	3.5274e-002
26308	1.1103	0.21028	0.10362	3.3337e-002
26309	1.1573	0.22105	9.6736e-002	3.5949e-002
26310	1.0923	0.20783	9.9091e-002	3.2311e-002
26311	1.6912	0.66626	3.885e-002	7.3544e-002
26312	1.6765	0.65616	4.0488e-002	7.237e-002
26313	1.6606	0.67154	3.8986e-002	7.1089e-002
26314	1.7025	0.68378	3.6362e-002	7.4445e-002
26315	1.6594	0.6923	3.6445e-002	7.0959e-002
26316	1.6659	0.65354	3.6036e-002	7.1505e-002
26317	0.65671	0.28873	0.10174	1.3827e-002
26318	0.63546	0.25837	0.1052	1.3099e-002
26319	0.6547	0.26766	0.10395	1.3716e-002
26320	0.61881	0.27228	0.104	1.2625e-002
26321	0.62379	0.29386	0.1017	1.2821e-002
26322	0.63871	0.27761	9.8131e-002	1.3208e-002
26323	0.85279	0.46789	7.9639e-002	2.1678e-002
26324	0.82834	0.47378	7.9454e-002	2.0589e-002
26325	0.82204	0.49733	7.7065e-002	2.0289e-002
26326	0.85815	0.50547	7.5525e-002	2.1893e-002
26327	0.86314	0.48852	7.7245e-002	2.213e-002
26328	0.83713	0.47433	7.4205e-002	2.0945e-002
26329	0.84119	0.52159	6.9095e-002	2.1084e-002
26330	0.87509	0.49707	7.1074e-002	2.263e-002
26331	2.191	0.21517	8.8569e-002	0.1148
26332	2.2028	0.24739	8.3832e-002	0.11628
26333	2.2062	0.22856	8.6466e-002	0.11637
26334	2.1706	0.24598	8.4488e-002	0.11328
26335	2.1717	0.21607	8.8691e-002	0.11302
26336	2.1851	0.25518	8.298e-002	0.11473
26337	2.1883	0.24016	8.0011e-002	0.11482
26338	1.1693	0.14076	0.11063	3.6222e-002
26339	1.1374	0.16063	0.1088	3.4559e-002
26340	1.1464	0.13617	0.11143	3.4913e-002
26341	1.1505	0.17835	0.10665	3.5383e-002
26342	1.1647	0.17337	0.10702	3.6153e-002
26343	1.1718	0.18578	0.10049	3.6583e-002
26344	2.2579	0.44407	5.4593e-002	0.12327
26345	2.2258	0.423	5.8342e-002	0.12011
26346	2.2654	0.41842	5.8143e-002	0.12378
26347	2.2363	0.43987	5.5687e-002	0.12121
26348	2.248	0.40181	6.0916e-002	0.12201
26349	2.2333	0.42361	5.304e-002	0.1208
26350	1.6606	0.54516	5.4656e-002	7.1035e-002
26351	1.6948	0.53395	5.5282e-002	7.3704e-002
26352	1.6937	0.55551	5.2615e-002	7.3666e-002
26353	1.6665	0.5314	5.623e-002	7.1463e-002
26354	1.6747	0.53623	5.0407e-002	7.2093e-002
26355	0.65398	0.10983	0.12033	1.3159e-002
26356	0.63243	0.12159	0.11938	1.2536e-002
26357	0.65152	8.3591e-002	0.12308	1.2968e-002
26358	0.61783	9.2675e-002	0.12255	1.1969e-002
26359	0.62142	0.10737	0.12099	1.2142e-002
26360	0.62802	0.12086	0.11449	1.2351e-002
26361	0.61597	0.66426	6.3611e-002	1.2372e-002
26362	0.6054	0.70627	5.95e-002	1.1886e-002
26363	0.58675	0.69313	6.1243e-002	1.1374e-002
26364	0.62313	0.70035	5.9737e-002	1.245e-002
26365	0.62845	0.68122	6.1603e-002	1.2688e-002
26366	0.61949	0.68528	5.6341e-002	1.2379e-002
26367	0.20345	0.57962	8.0107e-002	2.5864e-003
26368	0.22526	0.56948	8.0698e-002	2.9969e-003
26369	0.20573	0.60058	7.8016e-002	2.6002e-003
26370	0.22198	0.60814	7.6972e-002	2.8821e-003
26371	0.23624	0.5836	7.9111e-002	3.1785e-003
26372	0.22865	0.61623	7.1026e-002	2.9664e-003
26373	0.2306	0.56868	7.5656e-002	3.0705e-003
26374	0.47912	0.14855	0.1186	8.2254e-003
26375	0.52335	0.13199	0.11971	9.406e-003
26376	0.50129	0.10389	0.12284	8.6993e-003
26377	0.482	0.12267	0.12118	8.2319e-003
26378	0.51357	0.11256	0.12181	9.0673e-003
26379	0.49167	0.12784	0.11551	8.463e-003
26380	0.21882	0.4247	9.4993e-002	3.0069e-003
26381	0.23776	0.41452	9.5678e-002	3.3543e-003
26382	0.22382	0.37958	9.9331e-002	3.1046e-003
26383	0.2069	0.3894	9.8643e-002	2.7935e-003
26384	0.20807	0.40888	9.6719e-002	2.8126e-003
26385	0.1958	0.39581	9.3169e-002	2.5563e-003
26386	0.2468	0.42736	8.9235e-002	3.4876e-003
26387	8.999e-002	0.37782	0.10164	8.0898e-004
26388	0.12879	0.37756	0.10105	1.3912e-003
26389	0.10968	0.3652	0.10255	1.0935e-003
26390	0.10501	0.41262	9.8042e-002	1.0205e-003
26391	0.12022	0.40047	9.8969e-002	1.2525e-003
26392	0.13865	0.38804	9.485e-002	1.5185e-003
26393	8.629e-002	0.40132	9.4416e-002	7.2347e-004
26394	8.9923e-002	0.36039	9.8295e-002	7.7205e-004
26395	6.2313e-002	0.71569	6.9611e-002	3.5471e-004
26396	6.2314e-002	0.73522	6.7733e-002	3.5192e-004
26397	0.10505	0.73663	6.6744e-002	8.4346e-004
26398	8.134e-002	0.74629	6.6287e-002	5.5079e-004
26399	8.8731e-002	0.70384	7.0232e-002	6.5318e-004
26400	7.4011e-002	0.70762	7.0156e-002	4.7708e-004
26401	7.4996e-002	0.75837	6.0231e-002	4.5159e-004
26402	0.11777	0.72193	6.2886e-002	9.9956e-004
26403	8.1883e-002	0.70505	6.5225e-002	5.4097e-004
26404	5.8671e-002	0.72215	6.4036e-002	2.9355e-004
26405	0.34579	0.77889	5.7644e-002	4.6245e-003
26406	0.29492	0.7939	5.7235e-002	3.6848e-003
26407	0.30001	0.77309	5.9185e-002	3.8501e-003
26408	0.33068	0.76586	5.9257e-002	4.4005e-003
26409	0.31429	0.76639	5.9548e-002	4.1174e-003
26410	0.28206	0.76958	5.4873e-002	3.5392e-003
26411	0.32862	0.80428	5.0459e-002	4.1965e-003
26412	0.36787	0.28595	0.10635	5.7627e-003
26413	0.3475	0.27643	0.1076	5.3365e-003
26414	0.38325	0.26933	0.10778	6.0773e-003
26415	0.37382	0.24435	0.11042	5.835e-003
26416	0.35092	0.24281	0.1109	5.3638e-003
26417	0.34886	0.30029	0.10019	5.3535e-003
26418	0.33441	0.2339	0.10699	5.007e-003
26419	0.38854	0.24773	0.10485	6.1258e-003
26420	0.41632	0.88527	4.5459e-002	5.6149e-003
26421	0.42518	0.87191	4.6599e-002	5.9003e-003
26422	0.45303	0.88656	4.4488e-002	6.4981e-003
26423	0.42037	0.90375	4.351e-002	5.5995e-003
26424	0.44659	0.86328	4.196e-002	6.4557e-003
26425	0.53408	0.71839	5.9759e-002	9.6753e-003
26426	0.52894	0.74136	5.7526e-002	9.419e-003
26427	0.5744	0.72996	5.7723e-002	1.084e-002
26428	0.55576	0.71679	5.9467e-002	1.0337e-002
26429	0.54694	0.75604	5.5643e-002	9.8835e-003
26430	0.53666	0.72163	5.4345e-002	9.7151e-003
26431	2.2802	0.30056	7.4989e-002	0.12409
26432	2.2515	0.32166	7.2416e-002	0.12162
26433	2.2412	0.30224	7.5392e-002	0.12046
26434	2.2712	0.32417	7.1708e-002	0.12348
26435	2.2543	0.28795	7.7239e-002	0.12154
26436	2.2598	0.31086	6.8782e-002	0.12227
26437	1.4391	0.63775	4.8545e-002	5.4633e-002
26438	1.4949	0.64114	4.6815e-002	5.863e-002
26439	1.4572	0.65908	4.5585e-002	5.5881e-002
26440	1.4509	0.6229	5.003e-002	5.5481e-002
26441	1.4763	0.62617	4.9047e-002	5.7298e-002
26442	1.4284	0.64531	4.2868e-002	5.3854e-002
26443	1.4753	0.61847	4.4956e-002	5.7213e-002
26444	1.0895	0.4912	7.2717e-002	3.2999e-002
26445	1.1344	0.49243	7.1722e-002	3.551e-002
26446	1.1185	0.46597	7.498e-002	3.4588e-002
26447	1.1211	0.50832	7.0205e-002	3.4761e-002
26448	1.0995	0.50832	7.0622e-002	3.3557e-002
26449	1.128	0.47791	7.3469e-002	3.5133e-002
26450	1.1128	0.45754	7.0995e-002	3.4226e-002
26451	1.0935	0.5171	6.4743e-002	3.3191e-002
26452	2.3604	0.51259	4.1976e-002	0.13378
26453	2.3686	0.49225	4.4802e-002	0.13445
26454	2.3315	0.47642	4.8104e-002	0.13063
26455	2.3541	0.47426	4.7859e-002	0.13287
26456	2.34	0.51516	4.2143e-002	0.13176
26457	2.3348	0.50052	3.9397e-002	0.13112
26458	0.34987	0.5302	8.231e-002	5.3417e-003
26459	0.32761	0.53517	8.2218e-002	4.9075e-003
26460	0.32511	0.55265	8.0529e-002	4.8382e-003
26461	0.34243	0.56723	7.8762e-002	5.1339e-003
26462	0.35949	0.54704	8.0458e-002	5.5058e-003
26463	0.33492	0.5602	7.4575e-002	4.9838e-003
26464	0.40362	9.3828e-002	0.12507	6.1886e-003
26465	0.38433	9.3141e-002	0.12538	5.7566e-003
26466	0.41397	0.10755	0.12357	6.4594e-003
26467	0.4128	0.12441	0.12189	6.4722e-003
26468	0.38081	0.12716	0.12203	5.7569e-003
26469	0.37703	0.11368	0.12342	5.6457e-003
26470	0.3787	0.11713	0.11803	5.6435e-003
26471	0.4419	0.75942	5.7551e-002	6.8816e-003
26472	0.46843	0.73139	5.9818e-002	7.7075e-003
26473	0.48551	0.75128	5.7445e-002	8.1057e-003
26474	0.44937	0.73681	5.9671e-002	7.1687e-003
26475	0.47436	0.77229	5.5556e-002	7.6999e-003
26476	0.44249	0.74301	5.4161e-002	6.9387e-003
26477	0.49322	0.73152	5.4265e-002	8.3835e-003
26478	0.25107	0.13065	0.12337	3.5048e-003
26479	0.24505	0.11045	0.12543	3.379e-003
26480	0.26167	9.1589e-002	0.12707	3.6024e-003
26481	0.28148	9.2357e-002	0.12675	3.9102e-003
26482	0.28495	0.11336	0.12463	4.0042e-003
26483	0.25934	0.11143	0.12012	3.5633e-003
26484	1.7965	0.19206	9.6701e-002	7.9992e-002
26485	1.8422	0.19544	9.5689e-002	8.3813e-002
26486	1.8106	0.17307	9.8961e-002	8.096e-002
26487	1.8057	0.21122	9.4131e-002	8.0942e-002
26488	1.8333	0.17379	9.8595e-002	8.2851e-002
26489	1.794	0.19986	9.0701e-002	7.9821e-002
26490	1.8464	0.19182	9.1063e-002	8.409e-002
26491	1.9246	0.22141	9.1223e-002	9.0989e-002
26492	1.8972	0.17612	9.7524e-002	8.8198e-002
26493	1.8878	0.19875	9.4679e-002	8.7656e-002
26494	1.9002	0.2195	9.18e-002	8.8915e-002
26495	1.9182	0.17977	9.6793e-002	9.0012e-002
26496	1.9181	0.23769	8.4113e-002	9.0568e-002
26497	1.892	0.19513	9.0054e-002	8.7935e-002
26498	0.17627	0.91794	4.765e-002	1.5236e-003
26499	0.1452	0.93116	4.7059e-002	1.115e-003
26500	0.18793	0.93363	4.5858e-002	1.6177e-003
26501	0.15844	0.92128	4.7723e-002	1.2945e-003
26502	0.14738	0.9461	4.556e-002	1.1044e-003
26503	0.15037	0.91715	4.3275e-002	1.1861e-003
26504	0.26866	0.26351	0.11005	3.9243e-003
26505	0.24578	0.29793	0.107	3.5102e-003
26506	0.26651	0.31077	0.10542	3.8832e-003
26507	0.28349	0.29977	0.10625	4.1908e-003
26508	0.28229	0.27916	0.1083	4.1684e-003
26509	0.26098	0.28452	0.10307	3.7525e-003
26510	0.26871	0.64745	7.2219e-002	3.6631e-003
26511	0.28489	0.66622	7.0052e-002	3.9101e-003
26512	0.30529	0.66163	7.0105e-002	4.2804e-003
26513	0.29582	0.62807	7.3609e-002	4.1857e-003
26514	0.3112	0.6435	7.1786e-002	4.4263e-003
26515	0.26295	0.64373	6.767e-002	3.5441e-003
26516	0.31516	0.66594	6.4452e-002	4.4226e-003
26517	0.93151	0.40584	8.4922e-002	2.5141e-002
26518	0.93819	0.44248	8.0841e-002	2.549e-002
26519	0.96726	0.41572	8.3233e-002	2.6779e-002
26520	0.95922	0.43541	8.1234e-002	2.6436e-002
26521	0.92547	0.42151	8.3333e-002	2.4893e-002
26522	0.93094	0.41843	7.8539e-002	2.51e-002
26523	0.97609	0.41339	7.8307e-002	2.7153e-002
26524	0.95683	0.44415	7.5293e-002	2.6306e-002
26525	2.0678	0.38664	6.6678e-002	0.10506
26526	2.0865	0.38318	6.679e-002	0.10678
26527	2.064	0.41813	6.2442e-002	0.10495
26528	2.0985	0.39584	6.4808e-002	0.10802
26529	2.0629	0.40178	6.4702e-002	0.10472
26530	2.0881	0.41578	5.7218e-002	0.10717
26531	2.0597	0.39887	6.011e-002	0.10438
26532	2.3238	0.2996	7.4406e-002	0.12824
26533	2.3084	0.31882	7.1837e-002	0.12697
26534	2.2892	0.32242	7.1646e-002	0.12517
26535	2.3058	0.28132	7.7389e-002	0.12632
26536	2.2779	0.30929	6.8712e-002	0.12394
26537	0.39595	0.76851	5.7615e-002	5.7126e-003
26538	0.41175	0.78829	5.5294e-002	6.0015e-003
26539	0.4088	0.75081	5.9116e-002	6.0812e-003
26540	0.42747	0.74255	5.9553e-002	6.5754e-003
26541	0.4206	0.74886	5.4037e-002	6.3539e-003
26542	1.2851	0.66944	4.8461e-002	4.4314e-002
26543	1.247	0.66153	5.0248e-002	4.1971e-002
26544	1.278	0.68909	4.6372e-002	4.3807e-002
26545	1.2672	0.66149	4.979e-002	4.3214e-002
26546	1.2562	0.69833	4.5829e-002	4.2422e-002
26547	1.2251	0.68708	4.2816e-002	4.0529e-002
26548	1.2871	0.68885	4.1142e-002	4.4361e-002
26549	1.4643	0.21283	9.8501e-002	5.5014e-002
26550	1.4545	0.18982	0.10137	5.4171e-002
26551	1.4502	0.22918	9.6752e-002	5.4156e-002
26552	1.4173	0.21309	9.9107e-002	5.1805e-002
