Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
1	0.	0.12231	-0.11741	0.
2	0.	0.23242	-0.10691	0.
3	0.	0.34253	-9.6397e-002	0.
4	0.	0.45264	-8.5889e-002	0.
5	0.	0.56275	-7.5381e-002	0.
6	0.	0.67286	-6.4873e-002	0.
7	0.	0.78297	-5.4364e-002	0.
8	0.	0.89309	-4.3856e-002	0.
9	1.0366e-010	1.0032	-3.3348e-002	0.
10	0.	1.0248	-2.2541e-002	0.
11	2.7648e-018	-0.12574	-2.6534e-002	0.
12	-5.2804e-018	-0.11753	-5.1986e-002	0.
13	-5.5131e-017	-8.645e-002	-9.5084e-002	0.
14	3.701e-018	-4.0594e-002	-0.12193	0.
15	-1.1001e-007	1.2201e-002	-0.12792	0.
16	-1.9004e-017	0.12325	-0.12737	0.
17	-1.82e-017	0.23337	-0.11687	0.
18	-1.7305e-017	0.34348	-0.10636	0.
19	-1.6683e-017	0.4536	-9.5847e-002	0.
20	-1.4539e-017	0.56372	-8.5338e-002	0.
21	-1.0932e-018	0.67383	-7.4829e-002	0.
22	1.8255e-017	0.78395	-6.432e-002	0.
23	3.5636e-017	0.89407	-5.3811e-002	0.
24	0.	1.0042	-4.3302e-002	0.
25	5.8221e-017	1.0323	-2.9286e-002	0.
26	0.	1.0437	3.5195e-008	0.
27	2.8863e-010	1.0336	3.5049e-008	0.
28	2.2768e-018	-0.13557	-2.8574e-002	0.
29	-2.9599e-017	-0.12671	-5.6038e-002	0.
30	3.5118e-017	-9.3207e-002	-0.10249	0.
31	-1.2198e-017	-4.3776e-002	-0.13142	0.
32	0.	1.3134e-002	-0.13788	0.
33	0.	-0.12851	0.	0.
34	0.	-0.13855	0.	0.
35	3.	0.12162	3.6358e-002	0.19204
36	2.8421	0.10853	3.5363e-002	0.17634
37	2.6842	9.5431e-002	3.4258e-002	0.16073
38	2.5263	8.2315e-002	3.3046e-002	0.14497
39	2.3684	6.9186e-002	3.1728e-002	0.1295
40	2.2105	5.6043e-002	3.0307e-002	0.11437
41	2.0526	4.2888e-002	2.8783e-002	9.9841e-002
42	1.8947	2.9723e-002	2.7158e-002	8.5989e-002
43	1.7368	1.6549e-002	2.5431e-002	7.2981e-002
44	1.5789	3.3674e-003	2.3603e-002	6.0898e-002
45	1.421	-9.82e-003	2.1677e-002	4.9803e-002
46	1.2631	-2.3012e-002	1.9651e-002	3.9779e-002
47	1.1052	-3.6206e-002	1.7527e-002	3.0825e-002
48	0.94731	-4.9402e-002	1.5307e-002	2.2967e-002
49	0.78942	-6.2597e-002	1.2991e-002	1.624e-002
50	0.63153	-7.579e-002	1.058e-002	1.0709e-002
51	0.47365	-8.8979e-002	8.0757e-003	6.325e-003
52	0.31577	-0.10216	5.4776e-003	3.0625e-003
53	0.15788	-0.11534	2.7862e-003	9.156e-004
54	3.	0.11163	3.7319e-002	0.19197
55	2.8421	9.8539e-002	3.627e-002	0.17625
56	2.6842	8.5433e-002	3.5112e-002	0.1606
57	2.5263	7.2313e-002	3.3847e-002	0.14485
58	2.3684	5.9178e-002	3.2477e-002	0.12937
59	2.2105	4.6031e-002	3.1004e-002	0.11425
60	2.0526	3.2872e-002	2.9428e-002	9.9725e-002
61	1.8947	1.9704e-002	2.7751e-002	8.5877e-002
62	1.7368	6.5264e-003	2.5973e-002	7.2871e-002
63	1.5789	-6.6577e-003	2.4095e-002	6.0789e-002
64	1.421	-1.9847e-002	2.2118e-002	4.9697e-002
65	1.2631	-3.3041e-002	2.0042e-002	3.9673e-002
66	1.1052	-4.6237e-002	1.7869e-002	3.0726e-002
67	0.94731	-5.9434e-002	1.5599e-002	2.2883e-002
68	0.78942	-7.2629e-002	1.3233e-002	1.6153e-002
69	0.63153	-8.5823e-002	1.0773e-002	1.0629e-002
70	0.47365	-9.9013e-002	8.2201e-003	6.2478e-003
71	0.31577	-0.1122	5.5736e-003	3.0104e-003
72	0.15788	-0.12538	2.8341e-003	8.7812e-004
73	0.15789	-3.4065e-002	-0.12537	1.8834e-003
74	0.15789	-8.1985e-002	-9.705e-002	1.4603e-003
75	0.15789	-0.11428	-5.1714e-002	1.0576e-003
76	0.15788	-0.1227	-2.496e-002	9.2778e-004
77	0.31578	-2.4333e-002	-0.11932	4.0459e-003
78	0.31578	-7.0728e-002	-9.1637e-002	3.6243e-003
79	0.31577	-0.10182	-4.7453e-002	3.1962e-003
80	0.31577	-0.10981	-2.1426e-002	3.0562e-003
81	0.47367	-1.458e-002	-0.11328	7.4653e-003
82	0.47367	-5.9435e-002	-8.6253e-002	6.9394e-003
83	0.47366	-8.9322e-002	-4.3253e-002	6.4432e-003
84	0.47366	-9.69e-002	-1.7969e-002	6.2946e-003
85	0.63157	-4.8066e-003	-0.10724	1.179e-002
86	0.63156	-4.8107e-002	-8.0898e-002	1.1268e-002
87	0.63155	-7.6796e-002	-3.9115e-002	1.0801e-002
88	0.63154	-8.3967e-002	-1.4591e-002	1.0666e-002
89	0.78946	4.9874e-003	-0.10121	1.7366e-002
90	0.78945	-3.6745e-002	-7.5572e-002	1.6804e-002
91	0.78944	-6.4241e-002	-3.5039e-002	1.6317e-002
92	0.78943	-7.1014e-002	-1.1293e-002	1.6186e-002
93	0.94735	1.4802e-002	-9.5184e-002	2.4008e-002
94	0.94734	-2.5348e-002	-7.0276e-002	2.3467e-002
95	0.94733	-5.1655e-002	-3.1027e-002	2.3029e-002
96	0.94732	-5.8042e-002	-8.0739e-003	2.2912e-002
97	1.1052	2.4636e-002	-8.9166e-002	3.1829e-002
98	1.1052	-1.3917e-002	-6.501e-002	3.1313e-002
99	1.1052	-3.9041e-002	-2.7078e-002	3.0869e-002
100	1.1052	-4.5052e-002	-4.9363e-003	3.0753e-002
101	1.2631	3.4491e-002	-8.3153e-002	4.0725e-002
102	1.2631	-2.4516e-003	-5.9775e-002	4.0213e-002
103	1.2631	-2.6397e-002	-2.3195e-002	3.9805e-002
104	1.2631	-3.2045e-002	-1.8809e-003	3.9698e-002
105	1.421	4.4366e-002	-7.7148e-002	5.0706e-002
106	1.421	9.048e-003	-5.4571e-002	5.0212e-002
107	1.421	-1.3726e-002	-1.9378e-002	4.9813e-002
108	1.421	-1.9023e-002	1.0913e-003	4.9716e-002
109	1.5789	5.426e-002	-7.1149e-002	6.1745e-002
110	1.5789	2.0581e-002	-4.9399e-002	6.1259e-002
111	1.5789	-1.027e-003	-1.5628e-002	6.089e-002
112	1.5789	-5.9855e-003	3.9792e-003	6.0803e-002
113	1.7368	6.4174e-002	-6.5156e-002	7.3769e-002
114	1.7368	3.2149e-002	-4.426e-002	7.3309e-002
115	1.7368	1.1698e-002	-1.1946e-002	7.2955e-002
116	1.7368	7.0654e-003	6.7818e-003	7.2878e-002
117	1.8947	7.4106e-002	-5.917e-002	8.6722e-002
118	1.8947	4.3749e-002	-3.9153e-002	8.6275e-002
119	1.8947	2.445e-002	-8.3328e-003	8.5951e-002
120	1.8947	2.0129e-002	9.4986e-003	8.588e-002
121	2.0526	8.4056e-002	-5.3191e-002	0.10051
122	2.0526	5.5381e-002	-3.4079e-002	0.10009
123	2.0526	3.7226e-002	-4.7884e-003	9.979e-002
124	2.0526	3.3204e-002	1.2129e-002	9.9724e-002
125	2.2105	9.4021e-002	-4.7218e-002	0.11497
126	2.2105	6.7045e-002	-2.9038e-002	0.11458
127	2.2105	5.0026e-002	-1.3138e-003	0.11431
128	2.2105	4.6289e-002	1.4671e-002	0.11425
129	2.3684	0.104	-4.1251e-002	0.13005
130	2.3684	7.8739e-002	-2.4031e-002	0.12967
131	2.3684	6.2849e-002	2.0906e-003	0.12942
132	2.3684	5.9383e-002	1.7126e-002	0.12936
133	2.5263	0.114	-3.5291e-002	0.14545
134	2.5263	9.0462e-002	-1.9056e-002	0.1451
135	2.5263	7.5693e-002	5.4245e-003	0.14488
136	2.5263	7.2484e-002	1.9492e-002	0.14484
137	2.6842	0.124	-2.9335e-002	0.16118
138	2.6842	0.10221	-1.4115e-002	0.16083
139	2.6842	8.8558e-002	8.6868e-003	0.16063
140	2.6842	8.5592e-002	2.1768e-002	0.16059
141	2.8421	0.13401	-2.3385e-002	0.17673
142	2.8421	0.11399	-9.2071e-003	0.17641
143	2.8421	0.10144	1.1877e-002	0.17625
144	2.8421	9.8706e-002	2.3953e-002	0.17623
145	3.	0.14402	-1.7438e-002	0.19256
146	3.	0.12578	-4.3313e-003	0.19218
147	3.	0.11434	1.4994e-002	0.19194
148	3.	0.11182	2.6045e-002	0.19192
149	3.	0.16599	-2.2125e-002	0.19303
150	2.8421	0.15806	-2.822e-002	0.17717
151	2.6842	0.15011	-3.4313e-002	0.16157
152	2.5263	0.14212	-4.0406e-002	0.14585
153	2.3684	0.13412	-4.6498e-002	0.13047
154	2.2105	0.1261	-5.2589e-002	0.11541
155	2.0526	0.11807	-5.8681e-002	0.10094
156	1.8947	0.11003	-6.4772e-002	8.7182e-002
157	1.7368	0.10198	-7.0864e-002	7.4191e-002
158	1.5789	9.3927e-002	-7.6956e-002	6.2204e-002
159	1.421	8.5864e-002	-8.3048e-002	5.1115e-002
160	1.2631	7.7797e-002	-8.914e-002	4.1158e-002
161	1.1052	6.9724e-002	-9.5232e-002	3.2213e-002
162	0.94736	6.1648e-002	-0.10132	2.4425e-002
163	0.78946	5.3569e-002	-0.10742	1.7759e-002
164	0.63157	4.5486e-002	-0.11351	1.215e-002
165	0.47368	3.7401e-002	-0.1196	7.7869e-003
166	0.31578	2.9314e-002	-0.1257	4.2817e-003
167	0.15789	2.1225e-002	-0.13179	2.0615e-003
168	0.15787	1.0061	-2.546e-003	9.023e-004
169	0.31571	0.97839	-4.8251e-003	3.0036e-003
170	0.47353	0.9506	-6.8359e-003	6.4676e-003
171	0.63134	0.92271	-8.5759e-003	1.1173e-002
172	0.78914	0.89476	-1.0043e-002	1.7126e-002
173	0.94693	0.86679	-1.1234e-002	2.43e-002
174	1.1047	0.83884	-1.2148e-002	3.2689e-002
175	1.2626	0.81094	-1.2784e-002	4.2186e-002
176	1.4204	0.78314	-1.3142e-002	5.2822e-002
177	1.5782	0.75547	-1.3222e-002	6.4421e-002
178	1.7361	0.72797	-1.3025e-002	7.7067e-002
179	1.894	0.70066	-1.2551e-002	9.0495e-002
180	2.052	0.67355	-1.1801e-002	0.10482
181	2.21	0.64664	-1.0775e-002	0.11964
182	2.368	0.61988	-9.4689e-003	0.13508
183	2.526	0.59324	-7.8781e-003	0.15059
184	2.684	0.56661	-5.9931e-003	0.16659
185	2.842	0.5399	-3.8004e-003	0.18264
186	3.	0.51294	-1.2806e-003	0.19857
187	0.15787	1.0162	-2.5947e-003	8.3608e-004
188	0.31572	0.98862	-4.9233e-003	2.9343e-003
189	0.47355	0.96091	-6.9848e-003	6.3755e-003
190	0.63138	0.93314	-8.7774e-003	1.1087e-002
191	0.78921	0.90533	-1.0299e-002	1.7038e-002
192	0.94703	0.87751	-1.1547e-002	2.4223e-002
193	1.1049	0.84972	-1.252e-002	3.2618e-002
194	1.2627	0.82198	-1.3216e-002	4.2131e-002
195	1.4206	0.79432	-1.3636e-002	5.2774e-002
196	1.5784	0.76676	-1.3777e-002	6.4397e-002
197	1.7363	0.73932	-1.364e-002	7.7048e-002
198	1.8943	0.712	-1.3223e-002	9.0507e-002
199	2.0522	0.68481	-1.2527e-002	0.10483
200	2.2101	0.65774	-1.1548e-002	0.11969
201	2.3681	0.63078	-1.0284e-002	0.13511
202	2.5261	0.60388	-8.7311e-003	0.15066
203	2.6841	0.57701	-6.8813e-003	0.16663
204	2.8421	0.55009	-4.7257e-003	0.18266
205	3.	0.52304	-2.2521e-003	0.19852
206	0.15784	1.0043	-2.955e-002	9.562e-004
207	0.31568	0.9763	-2.9694e-002	3.0528e-003
208	0.47352	0.94839	-2.9725e-002	6.5245e-003
209	0.63136	0.92056	-2.9647e-002	1.1226e-002
210	0.78919	0.8928	-2.9467e-002	1.7178e-002
211	0.94704	0.86512	-2.9186e-002	2.4348e-002
212	1.1049	0.83754	-2.8809e-002	3.2735e-002
213	1.2627	0.81006	-2.8339e-002	4.2228e-002
214	1.4206	0.78269	-2.7777e-002	5.2863e-002
215	1.5785	0.75543	-2.7127e-002	6.446e-002
216	1.7364	0.72829	-2.639e-002	7.7106e-002
217	1.8943	0.70128	-2.5568e-002	9.0533e-002
218	2.0522	0.67438	-2.4662e-002	0.10485
219	2.2102	0.64761	-2.3672e-002	0.11967
220	2.3681	0.62096	-2.2598e-002	0.13511
221	2.5261	0.59442	-2.1437e-002	0.15061
222	2.684	0.56798	-2.0187e-002	0.1666
223	2.842	0.54163	-1.8839e-002	0.18265
224	3.	0.51536	-1.7384e-002	0.19857
225	3.	0.49948	-2.34e-002	0.19856
226	2.8421	0.52616	-2.445e-002	0.18265
227	2.6842	0.55281	-2.5498e-002	0.16659
228	2.5264	0.57944	-2.6545e-002	0.15055
229	2.3685	0.60604	-2.7592e-002	0.13514
230	2.2106	0.63263	-2.8638e-002	0.11966
231	2.0527	0.65921	-2.9685e-002	0.10491
232	1.8948	0.68578	-3.0731e-002	9.0578e-002
233	1.7369	0.71234	-3.1778e-002	7.7207e-002
234	1.579	0.73889	-3.2824e-002	6.4556e-002
235	1.4211	0.76544	-3.3871e-002	5.3001e-002
236	1.2632	0.79198	-3.4918e-002	4.2375e-002
237	1.1053	0.81851	-3.5966e-002	3.291e-002
238	0.94741	0.84505	-3.7013e-002	2.4544e-002
239	0.78951	0.87157	-3.8061e-002	1.7387e-002
240	0.63161	0.8981	-3.9109e-002	1.1445e-002
241	0.47371	0.92462	-4.0157e-002	6.7498e-003
242	0.3158	0.95115	-4.1205e-002	3.2469e-003
243	0.1579	0.97767	-4.2253e-002	1.1205e-003
244	2.8421	0.48526	-2.4868e-002	0.18246
245	2.6842	0.50806	-2.6477e-002	0.16624
246	2.5264	0.53084	-2.8085e-002	0.15016
247	2.3685	0.5536	-2.9692e-002	0.13491
248	2.2106	0.57635	-3.1299e-002	0.11939
249	2.0527	0.59908	-3.2906e-002	0.10483
250	1.8948	0.6218	-3.4513e-002	9.0534e-002
251	1.7369	0.64452	-3.612e-002	7.7299e-002
252	1.579	0.66722	-3.7728e-002	6.4728e-002
253	1.4211	0.68992	-3.9335e-002	5.3269e-002
254	1.2632	0.71262	-4.0943e-002	4.2791e-002
255	1.1053	0.73531	-4.2551e-002	3.336e-002
256	0.9474	0.758	-4.4159e-002	2.5168e-002
257	0.7895	0.78068	-4.5767e-002	1.7973e-002
258	0.6316	0.80336	-4.7376e-002	1.2152e-002
259	0.4737	0.82604	-4.8984e-002	7.337e-003
260	0.3158	0.84872	-5.0593e-002	3.8077e-003
261	0.1579	0.87139	-5.2202e-002	1.3363e-003
262	2.8421	0.44436	-2.5287e-002	0.1822
263	2.6842	0.46332	-2.7456e-002	0.16581
264	2.5263	0.48225	-2.9624e-002	0.14984
265	2.3685	0.50117	-3.1792e-002	0.13454
266	2.2106	0.52006	-3.396e-002	0.11917
267	2.0527	0.53895	-3.6128e-002	0.10457
268	1.8948	0.55783	-3.8295e-002	9.0478e-002
269	1.7369	0.5767	-4.0463e-002	7.7171e-002
270	1.579	0.59556	-4.2631e-002	6.4851e-002
271	1.4211	0.61441	-4.4799e-002	5.3307e-002
272	1.2632	0.63326	-4.6968e-002	4.3096e-002
273	1.1053	0.65211	-4.9136e-002	3.3592e-002
274	0.9474	0.67095	-5.1305e-002	2.5621e-002
275	0.7895	0.68979	-5.3474e-002	1.8354e-002
276	0.6316	0.70863	-5.5643e-002	1.2681e-002
277	0.4737	0.72746	-5.7812e-002	7.7494e-003
278	0.3158	0.74629	-5.9981e-002	4.2297e-003
279	0.1579	0.76512	-6.215e-002	1.5008e-003
280	2.8421	0.40346	-2.5705e-002	0.18181
281	2.6842	0.41857	-2.8435e-002	0.1653
282	2.5263	0.43366	-3.1164e-002	0.1495
283	2.3685	0.44873	-3.3893e-002	0.13409
284	2.2106	0.46378	-3.6621e-002	0.1189
285	2.0527	0.47882	-3.9349e-002	0.10421
286	1.8948	0.49385	-4.2078e-002	9.0315e-002
287	1.7369	0.50888	-4.4806e-002	7.695e-002
288	1.579	0.52389	-4.7535e-002	6.4826e-002
289	1.4211	0.5389	-5.0263e-002	5.325e-002
290	1.2632	0.55391	-5.2992e-002	4.3215e-002
291	1.1053	0.56891	-5.5721e-002	3.3703e-002
292	0.94739	0.5839	-5.8451e-002	2.5882e-002
293	0.78949	0.5989	-6.118e-002	1.8601e-002
294	0.6316	0.61389	-6.391e-002	1.3022e-002
295	0.4737	0.62888	-6.6639e-002	8.0049e-003
296	0.3158	0.64387	-6.9369e-002	4.533e-003
297	0.1579	0.65885	-7.2099e-002	1.6032e-003
298	2.8421	0.36256	-2.6124e-002	0.18128
299	2.6842	0.37383	-2.9415e-002	0.16475
300	2.5263	0.38507	-3.2704e-002	0.14909
301	2.3684	0.39629	-3.5993e-002	0.13358
302	2.2106	0.4075	-3.9282e-002	0.11854
303	2.0527	0.4187	-4.2571e-002	0.1038
304	1.8948	0.42988	-4.586e-002	9.0029e-002
305	1.7369	0.44106	-4.9149e-002	7.6673e-002
306	1.579	0.45223	-5.2438e-002	6.4654e-002
307	1.4211	0.46339	-5.5728e-002	5.3134e-002
308	1.2632	0.47455	-5.9017e-002	4.3164e-002
309	1.1053	0.48571	-6.2307e-002	3.3744e-002
310	0.94739	0.49686	-6.5596e-002	2.5953e-002
311	0.78949	0.50801	-6.8886e-002	1.878e-002
312	0.63159	0.51915	-7.2177e-002	1.3187e-002
313	0.47369	0.5303	-7.5467e-002	8.2339e-003
314	0.3158	0.54144	-7.8757e-002	4.7095e-003
315	0.1579	0.55258	-8.2047e-002	1.6798e-003
316	2.8421	0.32166	-2.6543e-002	0.18061
317	2.6842	0.32908	-3.0394e-002	0.16417
318	2.5263	0.33648	-3.4244e-002	0.14859
319	2.3684	0.34386	-3.8094e-002	0.13303
320	2.2105	0.35122	-4.1943e-002	0.11807
321	2.0526	0.35857	-4.5793e-002	0.10334
322	1.8948	0.36591	-4.9642e-002	8.9635e-002
323	1.7369	0.37324	-5.3492e-002	7.6331e-002
324	1.579	0.38057	-5.7342e-002	6.4355e-002
325	1.4211	0.38789	-6.1192e-002	5.2931e-002
326	1.2632	0.3952	-6.5042e-002	4.2968e-002
327	1.1053	0.40251	-6.8892e-002	3.3678e-002
328	0.94738	0.40982	-7.2742e-002	2.5873e-002
329	0.78948	0.41712	-7.6593e-002	1.8843e-002
330	0.63159	0.42442	-8.0443e-002	1.3206e-002
331	0.47369	0.43172	-8.4294e-002	8.3623e-003
332	0.31579	0.43901	-8.8145e-002	4.7914e-003
333	0.1579	0.44631	-9.1996e-002	1.7586e-003
334	2.8421	0.28076	-2.6962e-002	0.17984
335	2.6842	0.28434	-3.1374e-002	0.16357
336	2.5263	0.28789	-3.5784e-002	0.148
337	2.3684	0.29142	-4.0195e-002	0.13245
338	2.2105	0.29494	-4.4605e-002	0.11751
339	2.0526	0.29844	-4.9015e-002	0.10283
340	1.8947	0.30194	-5.3425e-002	8.915e-002
341	1.7368	0.30543	-5.7835e-002	7.5903e-002
342	1.579	0.30891	-6.2245e-002	6.3963e-002
343	1.4211	0.31238	-6.6656e-002	5.2611e-002
344	1.2632	0.31585	-7.1066e-002	4.2671e-002
345	1.1053	0.31931	-7.5477e-002	3.347e-002
346	0.94737	0.32277	-7.9888e-002	2.568e-002
347	0.78948	0.32623	-8.4299e-002	1.8749e-002
348	0.63158	0.32968	-8.871e-002	1.3112e-002
349	0.47369	0.33314	-9.3122e-002	8.3623e-003
350	0.31579	0.33659	-9.7533e-002	4.79e-003
351	0.1579	0.34004	-0.10194	1.8106e-003
352	2.8421	0.23986	-2.7381e-002	0.17897
353	2.6842	0.23959	-3.2353e-002	0.16293
354	2.5263	0.2393	-3.7325e-002	0.14731
355	2.3684	0.23899	-4.2296e-002	0.13183
356	2.2105	0.23866	-4.7266e-002	0.11687
357	2.0526	0.23832	-5.2237e-002	0.10225
358	1.8947	0.23797	-5.7207e-002	8.8577e-002
359	1.7368	0.23761	-6.2178e-002	7.5387e-002
360	1.5789	0.23724	-6.7149e-002	6.3478e-002
361	1.4211	0.23687	-7.212e-002	5.2176e-002
362	1.2632	0.2365	-7.7091e-002	4.2277e-002
363	1.1053	0.23611	-8.2062e-002	3.3124e-002
364	0.94737	0.23573	-8.7034e-002	2.5381e-002
365	0.78947	0.23534	-9.2005e-002	1.8502e-002
366	0.63158	0.23495	-9.6977e-002	1.2911e-002
367	0.47368	0.23456	-0.10195	8.2262e-003
368	0.31579	0.23416	-0.10692	4.7054e-003
369	0.15789	0.23377	-0.11189	1.8274e-003
370	2.8421	0.19896	-2.7801e-002	0.17805
371	2.6842	0.19485	-3.3333e-002	0.16225
372	2.5263	0.19071	-3.8865e-002	0.14658
373	2.3684	0.18655	-4.4396e-002	0.13116
374	2.2105	0.18238	-4.9928e-002	0.11616
375	2.0526	0.1782	-5.5459e-002	0.10161
376	1.8947	0.174	-6.099e-002	8.7911e-002
377	1.7368	0.1698	-6.6521e-002	7.4807e-002
378	1.5789	0.16559	-7.2052e-002	6.2882e-002
379	1.421	0.16137	-7.7584e-002	5.1665e-002
380	1.2631	0.15715	-8.3115e-002	4.1758e-002
381	1.1053	0.15292	-8.8647e-002	3.2689e-002
382	0.94736	0.14869	-9.4179e-002	2.4947e-002
383	0.78947	0.14445	-9.9711e-002	1.8158e-002
384	0.63157	0.14022	-0.10524	1.2583e-002
385	0.47368	0.13598	-0.11078	8.0285e-003
386	0.31579	0.13174	-0.11631	4.5272e-003
387	0.15789	0.1275	-0.12184	1.8969e-003
388	3.	0.46242	-2.3258e-002	0.19827
389	3.	0.42537	-2.3115e-002	0.19786
390	3.	0.38831	-2.2973e-002	0.19734
391	3.	0.35126	-2.2831e-002	0.19674
392	3.	0.3142	-2.269e-002	0.19607
393	3.	0.27715	-2.2548e-002	0.19537
394	3.	0.24009	-2.2407e-002	0.19464
395	3.	0.20304	-2.2266e-002	0.19383
396	0.15788	-0.11287	-2.2962e-002	9.6553e-004
397	0.15789	-0.10508	-4.7699e-002	1.0896e-003
398	0.15789	-7.5204e-002	-8.9664e-002	1.473e-003
399	0.15789	-3.0859e-002	-0.11588	1.8677e-003
400	0.31577	-9.9969e-002	-1.947e-002	3.1137e-003
401	0.31577	-9.2603e-002	-4.3475e-002	3.2332e-003
402	0.31578	-6.3922e-002	-8.4274e-002	3.6176e-003
403	0.31578	-2.1102e-002	-0.10984	4.0072e-003
404	0.47365	-8.7048e-002	-1.6057e-002	6.3652e-003
405	0.47366	-8.0093e-002	-3.9313e-002	6.498e-003
406	0.47367	-5.2604e-002	-7.8912e-002	6.9395e-003
407	0.47368	-1.1324e-002	-0.1038	7.4141e-003
408	0.63154	-7.4106e-002	-1.2723e-002	1.0738e-002
409	0.63155	-6.7551e-002	-3.5214e-002	1.0857e-002
410	0.63156	-4.1251e-002	-7.3581e-002	1.127e-002
411	0.63157	-1.5229e-003	-9.7777e-002	1.1742e-002
412	0.78943	-6.1145e-002	-9.4682e-003	1.6261e-002
413	0.78944	-5.4979e-002	-3.1177e-002	1.6384e-002
414	0.78945	-2.9862e-002	-6.828e-002	1.6811e-002
415	0.78946	8.2997e-003	-9.1756e-002	1.7315e-002
416	0.94732	-4.8164e-002	-6.2942e-003	2.2983e-002
417	0.94733	-4.2376e-002	-2.7205e-002	2.309e-002
418	0.94734	-1.8438e-002	-6.3009e-002	2.3477e-002
419	0.94735	1.8144e-002	-8.5742e-002	2.3964e-002
420	1.1052	-3.5166e-002	-3.2019e-003	3.0832e-002
421	1.1052	-2.9745e-002	-2.3297e-002	3.0944e-002
422	1.1052	-6.978e-003	-5.777e-002	3.1325e-002
423	1.1052	2.8011e-002	-7.9735e-002	3.1784e-002
424	1.2631	-2.2151e-002	-1.9256e-004	3.978e-002
425	1.2631	-1.7084e-002	-1.9456e-002	3.9878e-002
426	1.2631	4.5169e-003	-5.2563e-002	4.023e-002
427	1.2631	3.79e-002	-7.3735e-002	4.0689e-002
428	1.421	-9.1207e-003	2.7329e-003	4.9802e-002
429	1.421	-4.3953e-003	-1.5682e-002	4.9895e-002
430	1.421	1.6047e-002	-4.7389e-002	5.0236e-002
431	1.421	4.7811e-002	-6.7742e-002	5.0675e-002
432	1.5789	3.9244e-003	5.5732e-003	6.0893e-002
433	1.5789	8.321e-003	-1.1976e-002	6.0974e-002
434	1.5789	2.7613e-002	-4.2248e-002	6.1289e-002
435	1.5789	5.7745e-002	-6.1758e-002	6.1724e-002
436	1.7368	1.6983e-002	8.3275e-003	7.2975e-002
437	1.7368	2.1064e-002	-8.3392e-003	7.3046e-002
438	1.7368	3.9213e-002	-3.7142e-002	7.3348e-002
439	1.7368	6.7701e-002	-5.5781e-002	7.3754e-002
440	1.8947	3.0054e-002	1.0995e-002	8.5983e-002
441	1.8947	3.3833e-002	-4.7728e-003	8.6046e-002
442	1.8947	5.0849e-002	-3.207e-002	8.6322e-002
443	1.8947	7.7679e-002	-4.9812e-002	8.6717e-002
444	2.0526	4.3136e-002	1.3574e-002	9.9837e-002
445	2.0526	4.6628e-002	-1.2775e-003	9.9892e-002
446	2.0526	6.2519e-002	-2.7034e-002	0.10015
447	2.0526	8.768e-002	-4.3852e-002	0.10052
448	2.2105	5.6228e-002	1.6065e-002	0.11437
449	2.2105	5.9447e-002	2.1459e-003	0.11441
450	2.2105	7.4223e-002	-2.2035e-002	0.11464
451	2.2105	9.7702e-002	-3.7901e-002	0.11499
452	2.3684	6.9329e-002	1.8467e-002	0.12949
453	2.3684	7.2289e-002	5.4965e-003	0.12953
454	2.3684	8.596e-002	-1.7072e-002	0.12974
455	2.3684	0.10775	-3.1959e-002	0.13008
456	2.5263	8.2437e-002	2.0777e-002	0.14496
457	2.5263	8.5153e-002	8.7735e-003	0.14499
458	2.5263	9.773e-002	-1.2147e-002	0.14518
459	2.5263	0.11781	-2.6027e-002	0.14548
460	2.6842	9.5552e-002	2.2996e-002	0.16073
461	2.6842	9.8039e-002	1.1975e-002	0.16075
462	2.6842	0.10953	-7.2609e-003	0.16093
463	2.6842	0.12789	-2.0105e-002	0.16122
464	2.8421	0.10867	2.5121e-002	0.17634
465	2.8421	0.11095	1.51e-002	0.17636
466	2.8421	0.12137	-2.4153e-003	0.17651
467	2.8421	0.138	-1.4195e-002	0.17679
468	3.	0.14812	-8.2965e-003	0.19265
469	3.	0.13323	2.3882e-003	0.19232
470	3.	0.12387	1.8145e-002	0.19212
471	3.	0.1218	2.715e-002	0.19207
472	3.	0.16604	-1.2117e-002	0.19302
473	2.8421	0.15798	-1.8213e-002	0.17715
474	2.6842	0.1499	-2.4308e-002	0.16155
475	2.5263	0.14182	-3.0403e-002	0.14582
476	2.3684	0.13374	-3.6498e-002	0.13043
477	2.2105	0.12565	-4.2592e-002	0.11537
478	2.0526	0.11755	-4.8687e-002	0.10088
479	1.8947	0.10946	-5.4782e-002	8.7118e-002
480	1.7368	0.10136	-6.0877e-002	7.4121e-002
481	1.5789	9.326e-002	-6.6971e-002	6.2127e-002
482	1.421	8.5159e-002	-7.3066e-002	5.1033e-002
483	1.2632	7.7056e-002	-7.9161e-002	4.1073e-002
484	1.1053	6.8952e-002	-8.5256e-002	3.2123e-002
485	0.94736	6.0847e-002	-9.1351e-002	2.4336e-002
486	0.78947	5.2741e-002	-9.7446e-002	1.7666e-002
487	0.63158	4.4634e-002	-0.10354	1.2068e-002
488	0.47368	3.6527e-002	-0.10964	7.7026e-003
489	0.31579	2.8419e-002	-0.11573	4.2238e-003
490	0.15789	2.031e-002	-0.12183	2.0255e-003
491	0.15787	0.9968	-2.2777e-002	9.8373e-004
492	0.31572	0.96884	-2.2886e-002	3.0893e-003
493	0.47357	0.94093	-2.2879e-002	6.5742e-003
