Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
17026	0.92142	6.358e-002	0.12205	5.7539e-002
17027	0.96064	6.5696e-002	0.12138	6.0959e-002
17028	0.99986	6.7812e-002	0.12071	6.4569e-002
17029	1.0391	6.9929e-002	0.12004	6.897e-002
17030	1.0783	7.2046e-002	0.11937	7.3586e-002
17031	1.1175	7.4164e-002	0.1187	7.8168e-002
17032	1.1567	7.6282e-002	0.11803	8.2736e-002
17033	1.196	7.84e-002	0.11736	8.7432e-002
17034	1.2352	8.0519e-002	0.11669	9.2343e-002
17035	1.2744	8.2639e-002	0.11602	9.7094e-002
17036	1.3136	8.4759e-002	0.11535	0.10155
17037	1.3528	8.6879e-002	0.11468	0.10605
17038	1.3921	8.9e-002	0.114	0.11038
17039	1.4313	9.1121e-002	0.11333	0.11457
17040	1.4705	9.3243e-002	0.11266	0.11885
17041	1.5097	9.5365e-002	0.11199	0.12299
17042	1.5489	9.7488e-002	0.11132	0.12692
17043	1.5882	9.9611e-002	0.11065	0.13071
17044	1.6274	0.10174	0.10998	0.13423
17045	1.6666	0.10386	0.10931	0.13732
17046	1.7058	0.10598	0.10863	0.13997
17047	1.745	0.10811	0.10796	0.14244
17048	1.7842	0.11024	0.10729	0.14483
17049	1.8235	0.11236	0.10662	0.14688
17050	1.8627	0.11449	0.10595	0.14838
17051	1.9019	0.11662	0.10528	0.14928
17052	1.9411	0.11875	0.1046	0.14977
17053	1.9803	0.12088	0.10393	0.15026
17054	2.0196	0.12301	0.10326	0.15036
17055	2.0588	0.12514	0.10259	0.14975
17056	2.098	0.12727	0.10191	0.14875
17057	2.1372	0.1294	0.10124	0.14726
17058	2.1764	0.13154	0.10057	0.14525
17059	2.2156	0.13367	9.9896e-002	0.14263
17060	2.2549	0.13581	9.9223e-002	0.13959
17061	2.2941	0.13794	9.855e-002	0.13635
17062	2.3333	0.14008	9.7876e-002	0.13278
17063	2.3725	0.14222	9.7203e-002	0.12872
17064	2.4117	0.14436	9.6529e-002	0.12422
17065	2.451	0.1465	9.5855e-002	0.1194
17066	2.4902	0.14864	9.5181e-002	0.11421
17067	2.5294	0.15078	9.4507e-002	0.10868
17068	2.5711	0.15306	9.379e-002	0.1026
17069	2.6078	0.15507	9.3157e-002	9.7325e-002
17070	2.647	0.15722	9.2482e-002	9.2005e-002
17071	2.6863	0.15937	9.1807e-002	8.645e-002
17072	2.7255	0.16152	9.1131e-002	8.0756e-002
17073	2.7647	0.16367	9.0455e-002	7.4678e-002
17074	2.8039	0.16583	8.9778e-002	6.8538e-002
17075	2.8431	0.16798	8.9101e-002	6.2597e-002
17076	2.8823	0.17014	8.8423e-002	5.7313e-002
17077	2.9216	0.1723	8.7745e-002	5.2424e-002
17078	2.9608	0.17446	8.7066e-002	4.7984e-002
17079	3.	0.50409	2.2967e-002	0.24002
17080	3.	0.21301	7.934e-002	3.5792e-002
17081	3.	0.2494	7.2293e-002	6.2881e-002
17082	3.	0.28578	6.5246e-002	0.1038
17083	3.	0.32217	5.8199e-002	0.14493
17084	3.	0.35855	5.1152e-002	0.18089
17085	3.	0.39493	4.4105e-002	0.20856
17086	3.	0.43132	3.7059e-002	0.22709
17087	3.	0.4677	3.0013e-002	0.23693
17088	2.1134	0.65153	2.9042e-002	0.11977
17089	2.152	0.64511	2.878e-002	0.12238
17090	2.1905	0.63869	2.8519e-002	0.1249
17091	2.2291	0.63227	2.8257e-002	0.12715
17092	2.2676	0.62585	2.7995e-002	0.12943
17093	2.3062	0.61943	2.7732e-002	0.13207
17094	2.3447	0.61301	2.747e-002	0.13474
17095	2.3832	0.60659	2.7207e-002	0.13799
17096	2.4218	0.60018	2.6945e-002	0.14233
17097	2.4603	0.59376	2.6682e-002	0.14676
17098	2.4939	0.58817	2.6452e-002	0.15078
17099	2.5307	0.58205	2.6201e-002	0.15512
17100	2.576	0.57452	2.5891e-002	0.16033
17101	2.6145	0.56811	2.5627e-002	0.16509
17102	2.6531	0.5617	2.5363e-002	0.16996
17103	2.6916	0.55529	2.5099e-002	0.17574
17104	2.7302	0.54889	2.4834e-002	0.18264
17105	2.7687	0.54248	2.4569e-002	0.19054
17106	2.8073	0.53608	2.4303e-002	0.19936
17107	2.8458	0.52967	2.4037e-002	0.20788
17108	2.8844	0.52327	2.377e-002	0.21595
17109	2.9229	0.51688	2.3503e-002	0.22385
17110	2.9615	0.51048	2.3235e-002	0.23177
17111	1.8244	0.43794	6.4697e-002	2.2759e-002
17112	2.0845	0.6302	3.2836e-002	0.10692
17113	2.0556	0.60886	3.6575e-002	9.2949e-002
17114	2.0267	0.58752	4.0259e-002	7.8936e-002
17115	1.9978	0.56616	4.3892e-002	6.6512e-002
17116	1.9689	0.54481	4.7475e-002	5.5985e-002
17117	1.94	0.52344	5.101e-002	4.6554e-002
17118	1.9111	0.50208	5.4498e-002	3.7605e-002
17119	1.8822	0.4807	5.7941e-002	2.9489e-002
17120	1.8533	0.45932	6.134e-002	2.3792e-002
17121	1.8164	0.4486	6.3489e-002	2.2491e-002
17122	2.0951	0.65458	2.9166e-002	0.11852
17123	1.8474	0.47151	5.9887e-002	2.6262e-002
17124	1.8783	0.49442	5.6237e-002	3.4197e-002
17125	1.9093	0.51732	5.2536e-002	4.3803e-002
17126	1.9403	0.54021	4.8783e-002	5.3757e-002
17127	1.9713	0.5631	4.4976e-002	6.4139e-002
17128	2.0022	0.58598	4.1113e-002	7.5764e-002
17129	2.0332	0.60886	3.7192e-002	8.962e-002
17130	2.0641	0.63172	3.3211e-002	0.10456
17131	0.	1.0042	4.3302e-002	0.
17132	3.8798e-002	0.9977	4.3041e-002	2.5641e-003
17133	7.7595e-002	0.99123	4.278e-002	6.6287e-003
17134	0.11639	0.98475	4.2519e-002	1.1747e-002
17135	0.15519	0.97827	4.2258e-002	1.7815e-002
17136	0.19399	0.97179	4.1996e-002	2.4347e-002
17137	0.23279	0.96531	4.1735e-002	3.1139e-002
17138	0.27158	0.95883	4.1474e-002	3.805e-002
17139	0.31038	0.95236	4.1213e-002	4.4963e-002
17140	0.34918	0.94588	4.0952e-002	5.1367e-002
17141	0.38798	0.9394	4.0691e-002	5.7235e-002
17142	0.42677	0.93292	4.0429e-002	6.312e-002
17143	0.46044	0.9273	4.0203e-002	6.8438e-002
17144	0.50437	0.91997	3.9907e-002	7.5055e-002
17145	0.53847	0.91427	3.9677e-002	7.9831e-002
17146	0.58196	0.90701	3.9384e-002	8.5403e-002
17147	0.62076	0.90053	3.9123e-002	8.9982e-002
17148	0.65956	0.89406	3.8862e-002	9.4259e-002
17149	0.69836	0.88758	3.86e-002	9.8156e-002
17150	0.73716	0.8811	3.8339e-002	0.10193
17151	0.77595	0.87463	3.8078e-002	0.10561
17152	0.81475	0.86815	3.7816e-002	0.10907
17153	0.85355	0.86168	3.7555e-002	0.11214
17154	0.89235	0.8552	3.7293e-002	0.11431
17155	0.93115	0.84872	3.7032e-002	0.11595
17156	0.96994	0.84225	3.677e-002	0.11729
17157	1.0087	0.83577	3.6509e-002	0.11832
17158	1.0475	0.8293	3.6247e-002	0.11963
17159	1.0863	0.82282	3.5986e-002	0.12083
17160	1.1251	0.81635	3.5724e-002	0.12182
17161	1.1639	0.80987	3.5462e-002	0.12238
17162	1.2027	0.8034	3.5201e-002	0.12233
17163	1.2415	0.79693	3.4939e-002	0.1219
17164	1.2803	0.79045	3.4677e-002	0.12114
17165	1.3191	0.78398	3.4415e-002	0.12029
17166	1.3579	0.77751	3.4153e-002	0.11942
17167	1.3967	0.77103	3.3891e-002	0.11887
17168	1.4355	0.76456	3.3629e-002	0.11878
17169	1.4743	0.75809	3.3367e-002	0.11843
17170	1.5131	0.75162	3.3105e-002	0.11777
17171	1.5519	0.74514	3.2843e-002	0.11661
17172	1.5907	0.73867	3.2581e-002	0.11509
17173	1.6295	0.7322	3.2319e-002	0.11379
17174	1.6683	0.72573	3.2057e-002	0.11266
17175	1.7071	0.71926	3.1794e-002	0.11217
17176	1.7459	0.71279	3.1532e-002	0.11242
17177	1.7847	0.70632	3.1269e-002	0.11286
17178	1.8235	0.69985	3.1007e-002	0.11338
17179	1.8623	0.69338	3.0744e-002	0.11343
17180	1.9011	0.68692	3.0481e-002	0.1132
17181	1.9399	0.68045	3.0219e-002	0.113
17182	1.9787	0.67398	2.9956e-002	0.11326
17183	2.0175	0.66752	2.9693e-002	0.11406
17184	2.0563	0.66105	2.943e-002	0.11597
17185	0.	1.3963e-002	0.1378	0.
17186	-5.4107e-017	5.3572e-002	0.13402	0.
17187	-5.0698e-017	9.318e-002	0.13024	0.
17188	-4.5525e-017	0.13279	0.12646	0.
17189	-3.9002e-017	0.1724	0.12268	0.
17190	-3.1545e-017	0.21201	0.1189	0.
17191	-2.3568e-017	0.25162	0.11512	0.
17192	-1.5488e-017	0.29122	0.11134	0.
17193	-7.7195e-018	0.33083	0.10756	0.
17194	-6.7753e-019	0.37044	0.10378	0.
17195	5.2225e-018	0.41005	9.9999e-002	0.
17196	9.5653e-018	0.44966	9.6219e-002	0.
17197	1.1936e-017	0.48927	9.244e-002	0.
17198	1.2616e-017	0.52888	8.866e-002	0.
17199	1.5352e-017	0.56849	8.488e-002	0.
17200	2.0364e-017	0.60809	8.11e-002	0.
17201	2.7174e-017	0.6477	7.732e-002	0.
17202	3.5302e-017	0.68731	7.354e-002	0.
17203	4.4269e-017	0.72692	6.9761e-002	0.
17204	5.3595e-017	0.76653	6.5981e-002	0.
17205	6.2801e-017	0.80614	6.2201e-002	0.
17206	7.1408e-017	0.84575	5.8421e-002	0.
17207	7.8937e-017	0.88536	5.4641e-002	0.
17208	8.4908e-017	0.92497	5.0862e-002	0.
17209	8.8842e-017	0.96457	4.7082e-002	0.
17210	0.83192	5.8753e-002	0.12358	4.8054e-002
17211	3.2176e-002	1.5695e-002	0.13725	9.2861e-004
17212	7.9231e-002	1.8228e-002	0.13644	2.5367e-003
17213	0.11885	2.0361e-002	0.13577	3.9344e-003
17214	0.15846	2.2494e-002	0.13509	5.3735e-003
17215	0.19808	2.4627e-002	0.13441	6.7851e-003
17216	0.23769	2.676e-002	0.13374	8.2002e-003
17217	0.27731	2.8893e-002	0.13306	9.6831e-003
17218	0.31692	3.1026e-002	0.13238	1.1123e-002
17219	0.35654	3.3158e-002	0.13171	1.2603e-002
17220	0.39615	3.5291e-002	0.13103	1.4572e-002
17221	0.43577	3.7424e-002	0.13035	1.6925e-002
17222	0.47538	3.9557e-002	0.12967	1.9271e-002
17223	0.515	4.169e-002	0.129	2.1599e-002
17224	0.55462	4.3823e-002	0.12832	2.3882e-002
17225	0.59423	4.5956e-002	0.12764	2.6335e-002
17226	0.63385	4.8088e-002	0.12697	2.9195e-002
17227	0.67346	5.0221e-002	0.12629	3.2403e-002
17228	0.71308	5.2354e-002	0.12561	3.6018e-002
17229	0.75269	5.4487e-002	0.12494	3.9724e-002
17230	0.79231	5.662e-002	0.12426	4.3614e-002
17231	0.83192	9.8244e-002	0.11938	4.1619e-002
17232	0.83192	0.13774	0.11517	3.505e-002
17233	0.83191	0.17723	0.11097	2.8594e-002
17234	0.83191	0.21672	0.10676	2.2966e-002
17235	2.8474	0.2454	6.4975e-002	2.6052e-002
17236	2.8755	0.25351	6.3109e-002	3.5901e-002
17237	2.8946	0.27529	5.8825e-002	6.0142e-002
17238	2.8987	0.3038	5.3504e-002	8.9655e-002
17239	2.8865	0.33005	4.8922e-002	0.11019
17240	2.8619	0.34574	4.6595e-002	0.11395
17241	2.8327	0.34581	4.7226e-002	0.10182
17242	2.8081	0.33024	5.0515e-002	7.9329e-002
17243	2.796	0.30401	5.5375e-002	5.4269e-002
17244	2.8002	0.27545	6.0332e-002	3.4822e-002
17245	2.8193	0.25359	6.3907e-002	2.6087e-002
17246	0.8428	0.25518	9.245e-002	1.7395e-002
17247	0.84281	5.7809e-002	0.1135	4.8568e-002
17248	0.84281	0.1565	0.10298	3.1402e-002
17249	0.83174	0.2552	9.261e-002	1.7014e-002
17250	0.83175	5.7211e-002	0.11369	4.7248e-002
17251	0.83174	0.1562	0.10315	3.0491e-002
17252	-1.4371e-007	1.2205e-002	0.12792	0.
17253	0.13863	1.9706e-002	0.12555	4.3913e-003
17254	0.27725	2.7207e-002	0.12318	9.1921e-003
17255	0.41588	3.4708e-002	0.12081	1.5009e-002
17256	0.5545	4.2209e-002	0.11843	2.3121e-002
17257	0.69313	4.971e-002	0.11606	3.326e-002
17258	-2.2494e-007	1.0032	3.3348e-002	0.
17259	-1.5532e-007	0.15378	0.11441	0.
17260	-1.6692e-007	0.29535	0.1009	0.
17261	-1.7852e-007	0.43692	8.7389e-002	0.
17262	-1.9013e-007	0.57849	7.3879e-002	0.
17263	-2.0173e-007	0.72006	6.0368e-002	0.
17264	-2.1333e-007	0.86163	4.6858e-002	0.
17265	2.0945	0.65327	1.9266e-002	0.11773
17266	0.14961	0.9782	3.2343e-002	1.6567e-002
17267	0.29922	0.9532	3.1338e-002	4.287e-002
17268	0.44882	0.9282	3.0332e-002	6.6506e-002
17269	0.59843	0.9032	2.9327e-002	8.728e-002
17270	0.74804	0.8782	2.8322e-002	0.10281
17271	0.89765	0.85321	2.7316e-002	0.11437
17272	1.0523	0.82736	2.6276e-002	0.11951
17273	1.1969	0.80321	2.5305e-002	0.12202
17274	1.3465	0.77822	2.4299e-002	0.11919
17275	1.4961	0.75323	2.3293e-002	0.11762
17276	1.6457	0.72823	2.2287e-002	0.11267
17277	1.7953	0.70324	2.128e-002	0.11241
17278	1.9449	0.67826	2.0273e-002	0.11226
17279	1.8162	0.44759	5.3538e-002	1.7683e-002
17280	1.909	0.5162	4.2601e-002	4.1544e-002
17281	2.0018	0.58477	3.1195e-002	7.446e-002
17282	1.8242	0.43693	5.4746e-002	1.7969e-002
17283	2.1128	0.65021	1.9143e-002	0.11901
17284	2.0167	0.57918	3.1558e-002	7.3183e-002
17285	1.9205	0.50808	4.3406e-002	3.8072e-002
17286	3.	0.50212	1.3154e-002	0.2399
17287	2.2607	0.62552	1.8147e-002	0.12824
17288	2.4086	0.60083	1.715e-002	0.13998
17289	2.5564	0.57615	1.6153e-002	0.15722
17290	2.7043	0.55147	1.5155e-002	0.17704
17291	2.8521	0.52679	1.4155e-002	0.2088
17292	3.	0.17473	7.6569e-002	3.7834e-002
17293	3.	0.28386	5.543e-002	0.10029
17294	3.	0.39299	3.4292e-002	0.20763
17295	0.9969	6.6149e-002	0.11087	6.3473e-002
17296	1.151	7.4489e-002	0.10823	8.1414e-002
17297	1.3051	8.283e-002	0.10559	9.9955e-002
17298	1.4592	9.1173e-002	0.10296	0.1171
17299	1.6132	9.9516e-002	0.10032	0.13255
17300	1.7673	0.10786	9.7685e-002	0.14338
17301	1.9214	0.11621	9.5048e-002	0.1491
17302	2.0755	0.12456	9.241e-002	0.14887
17303	2.2296	0.13291	8.9772e-002	0.1409
17304	2.3837	0.14126	8.7134e-002	0.12657
17305	2.5377	0.14962	8.4494e-002	0.10612
17306	2.6918	0.15798	8.1854e-002	8.3614e-002
17307	2.8459	0.16635	7.9212e-002	5.8866e-002
17308	0.84227	-3.43e-002	9.0775e-002	6.094e-002
17309	0.84294	3.2929e-002	0.12327	5.3369e-002
17310	0.84268	-5.0172e-003	0.11182	5.7946e-002
17311	0.83121	-3.497e-002	9.1033e-002	5.9614e-002
17312	0.8316	-7.4571e-003	0.11111	5.686e-002
17313	0.83186	2.8365e-002	0.12291	5.2492e-002
17314	0.	-0.13855	0.	0.
17315	-2.8408e-017	-0.1332	3.8098e-002	0.
17316	-2.3547e-017	-0.11758	7.3256e-002	0.
17317	-5.1554e-017	-9.289e-002	0.10276	0.
17318	-1.103e-017	-5.9716e-002	0.12498	0.
17319	-9.5107e-019	-2.1618e-002	0.13681	0.
17320	3.	0.11163	3.7319e-002	6.3843e-002
17321	3.947e-002	-0.13526	7.1749e-004	1.1331e-003
17322	7.8941e-002	-0.13196	1.429e-003	2.4794e-003
17323	0.11841	-0.12867	2.1345e-003	4.0439e-003
17324	0.15788	-0.12538	2.8341e-003	5.8244e-003
17325	0.19735	-0.12208	3.5278e-003	7.6837e-003
17326	0.23682	-0.11879	4.2156e-003	9.7211e-003
17327	0.27629	-0.11549	4.8975e-003	1.194e-002
17328	0.31577	-0.1122	5.5736e-003	1.4335e-002
17329	0.35524	-0.1089	6.2439e-003	1.6902e-002
17330	0.39471	-0.10561	6.9084e-003	1.9658e-002
17331	0.43418	-0.10231	7.5671e-003	2.261e-002
17332	0.47365	-9.9013e-002	8.2201e-003	2.5752e-002
17333	0.51312	-9.5716e-002	8.8672e-003	2.9045e-002
17334	0.55259	-9.2419e-002	9.5084e-003	3.2517e-002
17335	0.59206	-8.9121e-002	1.0144e-002	3.6168e-002
17336	0.63153	-8.5823e-002	1.0773e-002	3.9995e-002
17337	0.66734	-8.2832e-002	1.1339e-002	4.3622e-002
17338	0.71048	-7.9227e-002	1.2015e-002	4.8245e-002
17339	0.74995	-7.5928e-002	1.2627e-002	5.2725e-002
17340	0.78942	-7.2629e-002	1.3233e-002	5.7447e-002
17341	0.82889	-6.9331e-002	1.3834e-002	6.2326e-002
17342	0.86837	-6.6032e-002	1.4428e-002	6.7282e-002
17343	0.90784	-6.2733e-002	1.5016e-002	7.2303e-002
17344	0.94731	-5.9434e-002	1.5599e-002	7.7399e-002
17345	0.98311	-5.6442e-002	1.6122e-002	8.204e-002
17346	1.0263	-5.2835e-002	1.6746e-002	8.7783e-002
17347	1.0657	-4.9536e-002	1.731e-002	9.3103e-002
17348	1.1052	-4.6237e-002	1.7869e-002	9.8552e-002
17349	1.1447	-4.2938e-002	1.8421e-002	0.10408
17350	1.1841	-3.9639e-002	1.8967e-002	0.10957
17351	1.2236	-3.634e-002	1.9508e-002	0.11506
17352	1.2631	-3.3041e-002	2.0042e-002	0.12051
17353	1.3026	-2.9742e-002	2.057e-002	0.12599
17354	1.342	-2.6444e-002	2.1092e-002	0.13131
17355	1.3815	-2.3145e-002	2.1608e-002	0.13649
17356	1.421	-1.9847e-002	2.2118e-002	0.1415
17357	1.4605	-1.655e-002	2.2622e-002	0.14652
17358	1.4999	-1.3252e-002	2.3119e-002	0.15135
17359	1.5394	-9.9547e-003	2.361e-002	0.15598
17360	1.5789	-6.6577e-003	2.4095e-002	0.16043
17361	1.6183	-3.3611e-003	2.4574e-002	0.16462
17362	1.6578	-6.4887e-005	2.5047e-002	0.16842
17363	1.6973	3.231e-003	2.5513e-002	0.17186
17364	1.7368	6.5264e-003	2.5973e-002	0.17492
17365	1.7762	9.8214e-003	2.6427e-002	0.17763
17366	1.8157	1.3116e-002	2.6875e-002	0.18002
17367	1.8552	1.641e-002	2.7316e-002	0.18206
17368	1.8947	1.9704e-002	2.7751e-002	0.18376
17369	1.9297	2.2623e-002	2.8132e-002	0.18494
17370	1.9736	2.6289e-002	2.8603e-002	0.18585
17371	2.0131	2.9581e-002	2.9019e-002	0.1861
17372	2.0526	3.2872e-002	2.9428e-002	0.18583
17373	2.092	3.6163e-002	2.9832e-002	0.18498
17374	2.1315	3.9453e-002	3.0229e-002	0.18366
17375	2.171	4.2742e-002	3.062e-002	0.18188
17376	2.2105	4.6031e-002	3.1004e-002	0.17963
17377	2.2426	4.8705e-002	3.1312e-002	0.17746
17378	2.2847	5.2214e-002	3.1709e-002	0.17415
17379	2.3289	5.5893e-002	3.2118e-002	0.17012
17380	2.3684	5.9178e-002	3.2477e-002	0.16603
17381	2.4078	6.2463e-002	3.2829e-002	0.16141
17382	2.4448	6.5536e-002	3.3153e-002	0.15672
17383	2.4868	6.9031e-002	3.3515e-002	0.15095
17384	2.5263	7.2313e-002	3.3847e-002	0.14511
17385	2.5612	7.5214e-002	3.4136e-002	0.13962
17386	2.6023	7.8633e-002	3.447e-002	0.13299
17387	2.6447	8.2155e-002	3.4806e-002	0.12597
17388	2.6842	8.5433e-002	3.5112e-002	0.11928
17389	2.7237	8.8711e-002	3.5412e-002	0.11277
17390	2.7631	9.1988e-002	3.5705e-002	0.10608
17391	2.8026	9.5264e-002	3.5991e-002	9.9225e-002
17392	2.8421	9.8539e-002	3.627e-002	9.2194e-002
17393	2.8816	0.10181	3.6543e-002	8.5194e-002
17394	2.921	0.10509	3.6808e-002	7.809e-002
17395	2.9605	0.10836	3.7067e-002	7.0942e-002
17396	3.	0.12242	6.5534e-002	6.3127e-002
17397	3.	0.14654	8.3734e-002	5.755e-002
17398	0.84227	-2.0952e-002	8.9417e-002	5.8871e-002
17399	3.	0.12162	3.6358e-002	5.937e-002
17400	3.	0.1392	6.8313e-002	5.6057e-002
17401	6.4587e-011	-0.12851	-3.6233e-009	0.
17402	0.15788	-0.11534	2.7862e-003	5.5731e-003
17403	0.31577	-0.10216	5.4776e-003	1.3751e-002
17404	0.47365	-8.8979e-002	8.0757e-003	2.4884e-002
17405	0.63383	-7.5598e-002	1.0616e-002	3.897e-002
17406	0.78942	-6.2597e-002	1.2991e-002	5.5855e-002
17407	0.94731	-4.9402e-002	1.5307e-002	7.5364e-002
17408	1.1052	-3.6206e-002	1.7527e-002	9.6126e-002
17409	1.266	-2.2768e-002	1.9689e-002	0.11813
17410	1.421	-9.82e-003	2.1677e-002	0.13843
17411	1.5789	3.3674e-003	2.3603e-002	0.15698
17412	1.7487	1.7541e-002	2.5564e-002	0.17182
17413	1.9006	3.0214e-002	2.722e-002	0.17968
17414	2.0587	4.3398e-002	2.8844e-002	0.18102
17415	2.2105	5.6043e-002	3.0307e-002	0.17458
17416	2.3684	6.9186e-002	3.1728e-002	0.16066
17417	2.5276	8.2421e-002	3.3056e-002	0.13921
17418	2.6863	9.5603e-002	3.4273e-002	0.11286
17419	2.8421	0.10853	3.5363e-002	8.6737e-002
17420	-1.484e-017	-8.6446e-002	9.5083e-002	0.
17421	0.83121	-2.1598e-002	8.9673e-002	5.7513e-002
17422	2.1176	0.67041	1.75e-002	0.12729
17423	2.1257	0.66041	2.5158e-002	0.12471
17424	3.	0.52304	-2.2521e-003	0.24029
17425	3.	0.51845	1.4022e-002	0.23956
17426	0.	1.0437	3.5195e-008	0.
17427	2.961	0.52974	-2.8929e-003	0.23468
17428	2.9221	0.53641	-3.5136e-003	0.22848
17429	2.8831	0.54308	-4.1144e-003	0.22166
17430	2.8441	0.54974	-4.6957e-003	0.21421
17431	2.8051	0.55639	-5.2576e-003	0.20661
17432	2.7661	0.56303	-5.8004e-003	0.19927
17433	2.7208	0.57076	-6.408e-003	0.19107
17434	2.6882	0.57631	-6.8292e-003	0.18533
17435	2.6492	0.58294	-7.3156e-003	0.17995
17436	2.6116	0.58934	-7.7675e-003	0.17503
17437	2.5712	0.5962	-8.2332e-003	0.16998
17438	2.5323	0.60284	-8.6646e-003	0.16536
17439	2.4933	0.60947	-9.078e-003	0.16062
17440	2.4543	0.6161	-9.4734e-003	0.15609
17441	2.4153	0.62274	-9.851e-003	0.15174
17442	2.3763	0.62938	-1.0211e-002	0.14754
17443	2.3373	0.63603	-1.0553e-002	0.14414
17444	2.2984	0.64268	-1.0878e-002	0.14102
17445	2.2594	0.64933	-1.1185e-002	0.13819
17446	2.2227	0.6556	-1.1458e-002	0.13578
17447	2.1814	0.66266	-1.1747e-002	0.133
17448	2.1393	0.66988	-1.2022e-002	0.1302
17449	2.1085	0.67515	-1.221e-002	0.12823
17450	2.0645	0.6827	-1.2461e-002	0.12547
17451	2.0255	0.68939	-1.2664e-002	0.1236
17452	1.9865	0.69609	-1.285e-002	0.12236
17453	1.9476	0.7028	-1.302e-002	0.12166
17454	1.9086	0.70952	-1.3172e-002	0.1215
17455	1.8696	0.71625	-1.3307e-002	0.12147
17456	1.8337	0.72246	-1.3416e-002	0.1213
17457	1.7952	0.72911	-1.3517e-002	0.12104
17458	1.7527	0.73647	-1.3609e-002	0.12068
17459	1.7138	0.74323	-1.3676e-002	0.12053
17460	1.6683	0.75113	-1.3733e-002	0.12095
17461	1.6359	0.75677	-1.3759e-002	0.12158
17462	1.6017	0.76271	-1.3774e-002	0.12251
17463	1.5579	0.77033	-1.3774e-002	0.12397
17464	1.522	0.7766	-1.3758e-002	0.12486
17465	1.4827	0.78346	-1.3724e-002	0.12556
17466	1.4411	0.79074	-1.367e-002	0.12602
17467	1.4021	0.79755	-1.3601e-002	0.12628
17468	1.3632	0.80437	-1.3515e-002	0.12669
17469	1.326	0.81089	-1.3418e-002	0.12716
17470	1.2853	0.81803	-1.3293e-002	0.12776
17471	1.243	0.82544	-1.3144e-002	0.12838
17472	1.2074	0.8317	-1.3004e-002	0.12853
17473	1.1684	0.83855	-1.2833e-002	0.12829
17474	1.1295	0.8454	-1.2646e-002	0.12764
17475	1.0905	0.85225	-1.2443e-002	0.12656
17476	1.0516	0.8591	-1.2222e-002	0.12526
17477	1.0126	0.86596	-1.1984e-002	0.12385
17478	0.97368	0.87282	-1.173e-002	0.1223
17479	0.93473	0.87968	-1.1459e-002	0.12062
17480	0.89825	0.88611	-1.119e-002	0.11865
17481	0.86084	0.8927	-1.0899e-002	0.11619
17482	0.8219	0.89957	-1.058e-002	0.11315
17483	0.77896	0.90714	-1.0208e-002	0.10926
17484	0.74001	0.914	-9.8537e-003	0.10544
17485	0.70107	0.92086	-9.4827e-003	0.10134
17486	0.66213	0.92772	-9.0951e-003	9.6958e-002
17487	0.62318	0.93458	-8.6909e-003	9.2291e-002
17488	0.58185	0.94186	-8.2439e-003	8.6896e-002
17489	0.5453	0.9483	-7.8331e-003	8.183e-002
17490	0.50635	0.95515	-7.3795e-003	7.6128e-002
17491	0.46331	0.96271	-6.8592e-003	6.9467e-002
17492	0.42846	0.96884	-6.4232e-003	6.4028e-002
17493	0.38951	0.97568	-5.9205e-003	5.7739e-002
17494	0.35057	0.98251	-5.4014e-003	5.1229e-002
17495	0.30819	0.98994	-4.8183e-003	4.3908e-002
17496	0.27267	0.99616	-4.3146e-003	3.7369e-002
17497	0.23372	1.003	-3.7469e-003	3.0392e-002
17498	0.19477	1.0098	-3.1629e-003	2.3584e-002
17499	0.15582	1.0166	-2.5627e-003	1.694e-002
17500	0.11501	1.0237	-1.9166e-003	1.0412e-002
17501	8.1237e-002	1.0296	-1.3683e-003	6.134e-003
17502	3.8957e-002	1.0369	-6.6493e-004	2.2062e-003
17503	-3.0881e-017	1.0323	2.9286e-002	0.
17504	2.1255	0.65922	1.346e-002	0.12414
17505	2.1193	0.66566	-2.3596e-003	0.12586
17506	2.1147	0.66646	-2.3617e-003	0.12557
17507	2.108	0.66279	1.2946e-002	0.1232
17508	0.	1.0336	3.5049e-008	0.
17509	0.	1.0248	2.2541e-002	0.
17510	3.	0.51294	-1.2805e-003	0.23897
17511	2.842	0.5399	-3.8004e-003	0.2108
17512	2.6822	0.56692	-6.0165e-003	0.17979
17513	2.526	0.59324	-7.8781e-003	0.16008
17514	2.368	0.61988	-9.4689e-003	0.14208
17515	2.21	0.64664	-1.0775e-002	0.13077
17516	2.0478	0.67427	-1.1825e-002	0.12024
17517	1.894	0.70066	-1.2551e-002	0.11772
17518	1.7361	0.72797	-1.3025e-002	0.1169
17519	1.5782	0.75547	-1.3222e-002	0.12007
17520	1.4204	0.78314	-1.3142e-002	0.12328
17521	1.2626	0.81094	-1.2784e-002	0.12563
17522	1.1047	0.83884	-1.2148e-002	0.12499
17523	0.94955	0.86633	-1.1251e-002	0.11966
17524	0.78914	0.89476	-1.0043e-002	0.10911
17525	0.63134	0.92271	-8.5759e-003	9.259e-002
17526	0.47353	0.9506	-6.8359e-003	7.0755e-002
17527	0.31571	0.97839	-4.8251e-003	4.5369e-002
17528	0.15787	1.0061	-2.546e-003	1.734e-002
17529	3.	0.51032	8.0274e-003	0.23963
17530	2.1172	0.66837	-2.5998e-003	0.1266
17531	0.84252	-2.1739e-003	0.10203	5.6828e-002
